,text,label
1841,A fish killer going to be pressed younhappy  I the hoe of today you were a  GOOD person .1,1
2274,incompatible,1
492,efficacious,0
401,boredom,1
446,Teaser coming out today at 4pm!Story.1,0
17,absentee,1
1652,fiasco,1
115,ambivalent,1
4403,undercuts,1
719,fervent,0
342,blackmail,1
498,Great! You're welcome Josh happy  ^Adam,0
105,Love them! Can I get some? smile,0
2274,Thank you mama bear! Ang ganda mo happy,0
565,cheesy,1
106,allege,1
1671,i miss jihoon sad .1,1
1876,grate,1
1213,disloyal,1
422,brazenly,1
842,How are you doing today? happy,0
1836,geezer,1
3424,quash,1
1282,dissed,1
151,authentic,0
2424,iniquitous,1
284,clarity,0
1513,Who wants some good vibes? Watch this on YouTube or TV100 application now for FREE happy.2,0
649,But I'm lonely. unhappy ,1
1638,Prettier 1.0 is not the end. I just released 1.2.0 that fixes another batch of edge cases happy,0
544,chafe,1
1639,Hi Han,0
4188,tamper,1
520,empower,0
1261,passion,0
1512,you don't post much lately?  school unhappy  ,1
1511,exasperating,1
1147,Hi Yolandi,0
577,clamor,1
1912,i know.. i really want his ranks to rise a lot during tmr's episode but seeing how many tweet about him.. unhappy ,1
784,ready for 420 happy,0
574,give me my own AHN MINHYUK juseyoooo unhappy ,1
935,demon,1
847,Maa ki kuss tumhari. Now take this bullshit you loser. ,1
1490,Still NO sign - it's a very small area ( Gardens ) and it would be very obvious sad  quite a few eyes now ,1
1932,Thank you crew happy,0
4061,stranger,1
4033,stew,1
4615,venom,1
303,Just chillin~ it's a bit quiet tonight on my tough luck unhappy  what about you??,1
4679,warning,1
1798,Hellooo happy  Bluey (xBlueys),0
1015,intimate,0
347,blandish,1
2021, I always know when it come but have no fucking clue how it goes unhappy  ,1
1499,evil,1
3154,overbalanced,1
4040,stigma,1
3430,rabid,1
1554,sagacity,0
4111,stymied,1
1692,flaws,1
2068,hostilities,1
3836,skeptical,1
2729,loath,1
1680,steadfast,0
1038,jollify,0
701,Thanks for the recent follow Happy to connect happy  have a great Wednesday.,0
1749,Thanks for connecting We are passionate about  - hope you like our tweets happy.1,0
297,clears,0
1185,I hate when my mom ask so you going or no? Bc then I want to stay home but i missed too much school already unhappy ,1
574,chore,1
1704,Thanks for the recent follow Happy to connect happy  have a great Thursday..2,0
809,gleeful,0
173,appallingly,1
1514,reverent,0
839,deadlock,1
4271,toll,1
1046,jubilant,0
1859,gloomy,1
1291,picturesque,0
1700,its my birthday tomorrow baby unhappy ,1
3537,repudiation,1
305,comely,0
1175,good luck! You have my vote smile,0
3389,propagandize,1
921,delinquent,1
4432,uneventful,1
350,blasphemy,1
439,diligent,0
2212,imprison,1
111,altercation,1
2775,lurk,1
46,advanced,0
75,senior snaps are starting to get so senti aw unhappy ,1
43,adulate,0
778,futuristic,0
632,Bapak Tom Cruise. ,1
635,Ok will do! I never had any problems with the old ticket app,1
1217,You had loads of toys. All I had was a Sweep hand puppet AND the bastard lost its squeak! unhappy ,1
3366,prevaricate,1
668,fair,0
1908,gruesome,1
188,beneficiary,0
3915,smutty,1
986, I'm a joke unhappy ,1
407,defeating,0
780,cruelly,1
1354,prodigious,0
2300,inconveniently,1
927,delusion,1
4507,unproven,1
1505,restored,0
2548,irrationally,1
1763,frenzied,1
1757,I won't. if i do it's probably for phil but he hasn't seen me yet unhappy ,1
1424,dust,1
588,cloudy,1
3448,randomly,1
652,extraordinarily,0
1149, Mike. Blessings to you. happy,0
447,hey,0
68,afford,0
4090,stumble,1
718, this is the main reason I drink Total selflessness :D,0
516,eminence,0
816,glitz,0
1163,merit,0
1903,growl,1
339,bizarre,1
1905,grudges,1
604,Delma Hanville It's official we are connected on Twitter! Thank you for the follow. Please don't ever Let It Go! happy,0
431,you're a kabute unhappy ,1
2212,why can't dogs just live forever unhappy ,1
2209,imprecise,1
1718,subsidizing,0
3501,regretted,1
79,Go back to school for music! I think I will in time happy.1,0
3046,nonsense,1
245,Deep scratch ;_;All the paint is gone  you see the bare metal. So it needs to be fixed to avoid getting a rusting car soon unhappy ,1
879,happier,0
2179,First attempts of bird photography. :-)Passer domesticus. How surprising. wink,0
1866,god-awful,1
722,craftily,1
3127,ordeal,1
561,enraptured,0
3938,soapy,1
1164,meritorious,0
404,blocked by christensen.another notch on the belt. happy,0
2454,insincerity,1
2252,inattentive,1
1816,futility,1
261,barbarity,1
1458,Used up a month's worth at Laugharne Weekend sad  (no wi-fi in small Carmarthenshire towns,1
3747,selfishly,1
1488,reputable,0
3346,precariously,1
1566,satisfy,0
961,Hi Mr. Yen! Will you be doing any signings in New York some day? Your a great role model happy,0
1181,miraculous,0
1275,peerless,0
950,ilu,0
779,cruelest,1
136,astonishingly,0
2171,Why? You don't like blonde hair? unhappy ,1
2894,misguided,1
2162,impatient,1
3485,refusing,1
363,correct,0
656,confuse,1
1808,tidy,0
1157,Oh well never liked Clay anyway unhappy ,1
491,Teaser coming out today at 4pm!Story,0
697,controversial,1
1587,falter,1
1768,friction,1
3370,prickle,1
1234,outshone,0
1329,disunity,1
1143,disconsolately,1
1330,precise,0
1003,despondence,1
2571,irreversible,1
1280,dissatisfy,1
1265,patient,0
2236,Louis_Tomlinson follow me please? unhappy ,1
2127,ill-treatment,1
130,annihilate,1
3626,rumbling,1
501,elan,0
1118,disapproval,1
1977,i have bronchitis i love that happy,0
1817,fuzzy,1
3353,prejudices,1
4613,vengefully,1
593,cocky,1
4472,unjustly,1
3933,snobby,1
3381,procrastinates,1
1363,downgrade,1
324,Miss the rain unhappy ,1
4000,squirm,1
450,brutality,1
2347,inefficiency,1
3351,prejudge,1
3199,pain,1
1263,Happy 420 happy  pass it to your followers!,0
1856,unaffected,0
1353,doubtfully,1
1360,A Chub bun because its Easter! Happy Easter!  His name is Almond! :D.1,0
1496,respect,0
2602,jeopardize,1
1940,well-connected,0
101,Goodmorning!! My Parents are taking kids for lunch today- they are off school-Report Card! I'm wor ,1
107,allergic,1
1664,figurehead,1
1937,hangs,1
1673, this looks awesome! Id love to see a VN like this :D,0
4087,stubbornness,1
1838,trophy,0
849,gratified,0
4301,transgression,1
2655,lament,1
3443,raked,1
2720,limitations,1
2918,mist,1
2040, but it wasn't lit at all unhappy ,1
1509,retractable,0
1904,valor,0
1226,clay and hannah   - they were so in love they deserved to be endgame unhappy  ,1
4705,weirdly,1
2109,ignominious,1
1234,last kiss unhappy  ,1
1089,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want it,0
3283,pettifog,1
81,Gott happy,0
3507,relapse,1
4,Enjoy happy,0
1830,garish,1
1117,lucrative,0
3012,nefarious,1
1258,rt for 50 ffs-rt pinned tweet!!-be patient -legiiiiiiit-no saved accounts happy,0
641,condescension,1
1968,BES RIP  ,1
4565,unuseable,1
1993,Not yet! Maybe this year happy,0
1271,Long time no chat sad ,1
1807,furiously,1
1463,regal,0
1129,sounds family ,1
482,bungler,1
304,berserk,1
98,yeah unhappy ,1
1897,IM HUNGRY unhappy ,1
3465,raving,1
2289,inconsequently,1
904,fuck unhappy ,1
2250,inaptitude,1
4119,subordinate,1
1626,A Chub bun because its Easter! Happy Easter!  His name is Almond! :D,0
906,degrade,1
853,debilitate,1
3308,plague,1
4197,tarnish,1
157, when you have to do things like this happy,0
814,damn,1
1496,evade,1
4614,vengefulness,1
2366,inevitable,1
4149,sugarcoated,1
2232,inaccuracies,1
1990,Just please look at how scared and full of tence lauren's face is after tryin reaching camila's hand,1
1687,HAPPY BDAY MIDAWGDARNIZLLE  i love you a long time happy  thanks for being my best friend forever and attempting to travel on the road,0
4135,sucky,1
1963,.I can't believe this hasn't been fixed yet,1
1685,flares,1
444,bruises,1
213,Faltan Russel  why Noodle unhappy ,1
633,condemn,1
364,correctly,0
807,No Celtics or Bruins today unhappy  At least Sale is pitching for the Sox,1
1278,pepping,0
4435,unexplained,1
1438,egregious,1
933,humor,0
2303,incorrigible,1
374,Koalas are dying of thirst  and it's all because of us unhappy  .13,1
497,effusion,0
1869,unencumbered,0
4478,unlawful,1
560,cheater,1
226,Don't think I'm pretty enough unhappy ,1
417,brashly,1
1748, thank you happy,0
774,crowded,1
2763,lowly,1
1227,disoobedient,1
3219,paralize,1
1058,diappointed,1
1239,I'm just really soft spoken unhappy ,1
158,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.8,1
619,excelent,0
4247,threats,1
917,honesty,0
2831,meanness,1
1873,unfettered,0
1049,jubilation,0
598, this freaking chapter of One Piece!! It's definitely a good one! :D,0
2310,indecently,1
788,Nothing could be better happy.1,0
2126,ill-treated,1
4320,trick,1
3250,perfidity,1
1776, but customs mean we can't send food abroad unhappy  We do hope your other Birthday dreams come true,1
3750,senile,1
1297,pleasantly,0
2477,insular,1
1823,tough,0
1383,prosperity,0
2752,loses,1
3930,sneeringly,1
1602,farfetched,1
981,Well.1,0
2290,inconsiderate,1
3813,shunned,1
1932,wealthy,0
1655,This is great happy,0
3474,reckless,1
3800,shortness,1
1636,fearsome,1
4134,sucks,1
3499,regrettable,1
832,I have to wake up at 4:30 tomorrow so my body's gotten a head start by waking up at 4:30 every day this week unhappy ,1
4371,unavailable,1
1225,disobedient,1
290,cleanliness,0
2011,so sorry I havent been checking my tweets unhappy  We are all here for you!,1
4561,untrustworthy,1
2246,right i don%27t see how people can just do shit like this ,1
658,confuses,1
38,adorer,0
335,Thanks for the recent follow Happy to connect happy  have a great Thursday. Get it,0
2146,Oh that feel when you have 10 gems :D,0
3971,spoil,1
116,sounds like a lot of fun :D I like it,0
836,gorgeous,0
334,It's only been 3 days and to  nights since mama went back to the province but I already miss her unhappy ,1
1256,pampers,0
1938,well-being,0
2031,hesitant,1
3468,rebuff,1
4025,steals,1
1878,I face swapped a cat with a dog and it's really upsetting unhappy  .2,1
24,abuses,1
3850,slanders,1
3799,shortcomings,1
3980,spookily,1
650,extol,0
4363,unacceptably,1
425,break,1
4629,vice,1
3988,spurn,1
1584,Bae's not here unhappy ,1
255,I don't want to adult today.. it's my birthday unhappy ,1
1416,Share the love: thanks for being top new followers this week happy  Get it,0
1232,Oh mince unhappy ,1
690,thanks for the recent follow. Much appreciated happy,0
283,begging,1
1833,exactly same in was thinking.. unhappy  ,1
534,catastrophe,1
1626,fatuously,1
1462,refunded,0
921,Post-show blues are hitting hard. unhappy ,1
757, and I can't believe customer service just goes ,1
44,aw BCC is having a PRIDE prom and i kind of want to go happy,0
1849,Your body hears everything your mind says. Be kind,0
1625,In case you missed it,0
2542,ironies,1
1674,it hurts me to see him so sad unhappy  you don't understand i have to do this. if i don't kill you,1
917,This happens ALL the time!  unhappy  ,1
1648,fetid,1
4781,zombie,1
1756,surpass,0
67,affluent,0
299,Such a lucky slave i wish this was me unhappy ,1
542,CAN SOMEONE PLS GIFT ME XAYAH USING PI PLSSSS? unhappy ,1
806,gladness,0
4226,terribleness,1
1315,polite,0
850,gratifies,0
2043, cheer up the new administrator team. happy,0
4528,unsavory,1
4477,unlamentably,1
1073,Becoz if we will depend on your promoting its waste of hardwork to all team who ,1
1441,I wish I could say the gangs all here but Daniel's not in this picture. unhappy   Rantoul Twp High ,1
250,capable,0
519,will miss it but I'm on an open education seminar in Palestine happy,0
447,divine,0
414,delicacy,0
4427,uneconomical,1
2250,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .2,1
2251,inarticulate,1
35,adorable,0
2069,hostility,1
861,LEGO_Group: LegoThursdays JokerSquad_SWG LEGOLANDWindsor Sounds like you had lots of fun! happy,0
1373,promising,0
2629,kills,1
4059,strange,1
1309,Thanks for the recent follow Happy to connect happy  have a great Thursday. Get this,0
4482,unlicensed,1
3573,revengefully,1
1948,well-mannered,0
801,genuine,0
1871,unequivocally,0
2354,ineloquently,1
1161,discoutinous,1
95,ailment,1
2186,implacable,1
957,denying,1
2591,jam,1
1662,Client work for rt and favorite happy.1,0
794,generosity,0
1491,errors,1
4028,stench,1
970,improved,0
2254,Helloo :D Braids! (keyrazygirl15),0
50,advantages,0
2411,infuriatingly,1
2756,lost,1
524,Stats for the week have arrived. 1 new follower and NO unfollowers happy  via.1,0
376,cozy,0
968,depress,1
1659,Definitely my arms unhappy  .15,1
1403,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this.5,0
4297,traitorously,1
704,favorite,0
1051,judicious,0
377,blundering,1
2097,hysteric,1
91,agony,1
1728,forgetful,1
215,autocrat,1
3981,spooky,1
1459,refreshed,0
1231,disorganized,1
16,The road and traffic signs section of theory revision is such a myth unhappy ,1
566,chide,1
941,demoralize,1
2254,incapable,1
3687,scared,1
1973,hassles,1
1699,flicering,1
1397,prudently,0
326,biases,1
4133,sucker,1
4132,sucked,1
133,astonish,0
37,Aww hating that I got sponsored,0
1511,I'm rusty.. Haven't played this game since I was like 10. Just kept dying at that crocodile part crying  ,1
114,appreciated,0
867,hail,0
1646,soulful,0
499,effusively,0
2659,languish,1
202,Same unhappy ,1
4161,superfluous,1
531,cataclysmal,1
2224,impudently,1
412, you'll be see,0
4127,subversive,1
1314,polished,0
4663,vomited,1
1530,Definitely my arms unhappy  .5,1
2451,insignificantly,1
2665,lapsed,1
1760,........Yeah sure happy,0
1124,disasterous,1
2654,lame-duck,1
1665,Thanks for the recent follow Happy to connect happy  have a great Thursday. (Want this? It's FREE!,0
4172,suspiciously,1
1743,fragmented,1
1423,ready,0
575, please! :D| KenBie,0
1979,wonderfully,0
2216,Thats sooooooooooooo sick!!!! xD Thanks so much for making it Kin!! I love it! :D,0
1264,patience,0
3334,poor,1
732,Hey.1,0
3477,recoil,1
3742,self-interest,1
1245,displease,1
439,That would be a great trick happy.4,0
391,darling,0
1860,glower,1
141,antagonism,1
486,edify,0
1366,progressive,0
161,I would say quite a lot...but hey,0
1413,dullard,1
188,asinine,1
235,after that I was charged because of the driver happy  after waiting in the sun for 10 minutes! TEN!,0
3763,sh*t,1
1282,my puppies deserves all better unhappy  .3,1
966, but in reality they're just patches of dusty dirt unhappy ,1
628,exceptionally,0
1224,disobedience,1
431,devout,0
1228,disorder,1
2804,maltreatment,1
591,i miss minmin crying ,1
4136,sue,1
1000,despised,1
14,accomplished,0
2107,idle,1
4296,traitorous,1
2473,insufferably,1
30,accost,1
2855,miff,1
2230,give me a chance in west server unhappy ,1
26,abysmal,1
1960,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this?,0
1129,disbelief,1
607,exalting,0
1383,this is jimin to yoongi unhappy  .1,1
1426,realistic,0
940,demonizing,1
4675,warily,1
452,co,0
1045,joyously,0
1919,virtue,0
1443,emasculate,1
775,my heart unhappy  ,1
134,annoyances,1
170, I'm so glad I have you ,1
3641,ruts,1
2251,Thank you crew happy.4,0
421,delightfulness,0
1569,Happy Birthday in Chopin style - Piano Improvisation,0
716,felicitous,0
655,exuberant,0
2580,isolate,1
3738,self-criticism,1
1640,Thank you so much my friend smile  xx,0
1310,poeticize,0
1200,nicest,0
1614,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this?.1,0
124,SONE who cant stream at Genie!You CAN stream for TY at Genie! We are still sharing some Genie IDs. If you want it,0
205,atrophy,1
160,Dude I just want more sleep unhappy ,1
2481,insultingly,1
2116,ill-conceived,1
1118,luminous,0
65,adulteration,1
95, instant message in a lot of pain and the school doesnt allow my to have my pain meds unhappy ,1
284,imagine if he wins next time too unhappy  unhappy ,1
1158,i really really need them right now unhappy ,1
2344,ineffectualness,1
1542,penge damit unhappy ,1
1750, The bus from Bangsar heading to Awan Besar. Have a Good Day happy,0
3495,regreted,1
3911,smugly,1
4304,trapped,1
1889,upgraded,0
1905,valuable,0
1303,Hellooo happy  Ross Chaplin  (MasonCooper4),0
3695,scathingly,1
2682,leakages,1
1092,logical,0
832,daunting,1
1168, have a great day today happy,0
4269,tiringly,1
2238,So,1
2809,mania,1
1775, sob. unhappy ,1
1776,talents,0
1473,entrap,1
124,articulate,0
2969,mourn,1
2677,layoff,1
785, will be a blessing tomorrow happy  Keep your faith stirred up each day!,0
